folio_incidente,fecha_registro_incidente,id_reporte,fecha_reporte,hora_reporte,clasificacion,reporte,medio_recepcion,alcaldia_catalogo,colonia_catalogo,longitud,latitud
I-20220102-0152,03/01/2022,R-20220102-0172,02/01/2022,21:18:19,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.1681708,19.326854
I-20220102-0153,03/01/2022,R-20220102-0187,02/01/2022,23:04:50,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0153,03/01/2022,R-20220102-0171,02/01/2022,21:16:34,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0154,03/01/2022,R-20220102-0170,02/01/2022,21:09:24,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.1681708,19.326854
I-20220102-0155,03/01/2022,R-20220102-0163,02/01/2022,20:30:58,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0156,03/01/2022,R-20220102-0020,02/01/2022,10:07:44,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.0995674,19.4203017
I-20220102-0157,03/01/2022,R-20220102-0019,02/01/2022,10:04:29,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Los Girasoles,-99.1249358,19.3107129
I-20220102-0158,03/01/2022,R-20220102-0018,02/01/2022,10:02:12,Agua Potable,Falta de agua,Ciudadano (Call Center),Miguel Hidalgo,Escandon Ii Seccion,-99.1721914,19.4010066
I-20220102-0159,03/01/2022,R-20220102-0017,02/01/2022,09:56:59,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Vertiz Narvarte,-99.1505747,19.3834091
I-20220102-0160,03/01/2022,R-20220102-0016,02/01/2022,09:52:21,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,San Felipe De Jesus,-99.0665135,19.4986678
I-20220102-0161,03/01/2022,R-20220102-0015,02/01/2022,09:49:22,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 4a Seccion,-99.231944,19.278402
I-20220102-0162,03/01/2022,R-20220102-0014,02/01/2022,09:45:39,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 3a Seccion,-99.2327553,19.2841837
I-20220102-0163,03/01/2022,R-20220102-0013,02/01/2022,09:31:40,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Santa Fe La Loma,-99.2450855,19.3743991
I-20220102-0164,03/01/2022,R-20220102-0012,02/01/2022,09:27:42,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.175657,19.3700075
I-20220102-0165,03/01/2022,R-20220102-0011,02/01/2022,09:22:44,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.1106669,19.4127328
I-20220102-0166,03/01/2022,R-20220102-0010,02/01/2022,09:17:16,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Reynosa Tamaulipas,-99.1886157,19.4962977
I-20220102-0167,03/01/2022,R-20220102-0009,02/01/2022,09:14:36,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.1034134,19.4193711
I-20220102-0168,03/01/2022,R-20220102-0008,02/01/2022,09:08:47,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Progreso Tizapan,-99.2021787,19.3402395
I-20220102-0169,03/01/2022,R-20220102-0184,02/01/2022,22:35:00,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Vasco De Quiroga,-99.096508,19.4908677
I-20220102-0170,03/01/2022,R-20220102-0007,02/01/2022,09:01:32,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Del Valle Centro,-99.1612807,19.3858029
I-20220102-0171,03/01/2022,R-20220102-0006,02/01/2022,08:57:02,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Progreso Tizapan,-99.2021787,19.3402395
I-20220102-0172,03/01/2022,R-20220102-0005,02/01/2022,08:52:29,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Sur,-99.1497993,19.3614113
I-20220102-0173,03/01/2022,R-20220102-0002,02/01/2022,00:59:51,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Pueblo Tetelpan,-99.2258119,19.3423794
I-20220102-0174,03/01/2022,R-20220102-0003,02/01/2022,01:02:41,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,San Agustin Del Pueblo Tetelpan,-99.2195557,19.3438483
I-20220102-0175,03/01/2022,R-20220102-0001,02/01/2022,00:40:59,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Barrio El Capulin,-99.1885722,19.2828908
I-20220102-0176,03/01/2022,R-20220102-0178,02/01/2022,21:54:50,Drenaje,Hundimiento,Ciudadano (Call Center),Venustiano Carranza,7 De Julio,-99.1152783,19.4300857
I-20220102-0177,03/01/2022,R-20220102-0185,02/01/2022,22:37:14,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Carlos Hank Gonzalez,-99.0465853,19.3312758
I-20220104-0003,04/01/2022,R-20220102-0024,02/01/2022,10:22:33,Agua Potable,Mala calidad,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.1035217,19.4202086
I-20220104-0004,04/01/2022,R-20220102-0186,02/01/2022,22:50:11,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Santa Maria La Ribera,-99.16240454,19.45340104
I-20220104-0005,04/01/2022,R-20220102-0188,02/01/2022,23:25:22,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.1333275,19.4576597
I-20220104-0006,04/01/2022,R-20220102-0190,02/01/2022,23:26:37,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.16920662,19.32461944
I-20220101-0047,02/01/2022,R-20220103-0332,03/01/2022,16:10:11,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Pensador Mexicano,-99.07903124,19.44284803
I-20220101-0084,02/01/2022,R-20220103-0458,03/01/2022,18:57:51,Agua Potable,Fuga,Redes Sociales (Twitter),Miguel Hidalgo,Reforma Social,-99.2136024,19.43308613
I-20220101-0087,02/01/2022,R-20220103-0394,03/01/2022,17:12:50,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,San Andres Tetepilco,-99.1274687,19.3707779
I-20220101-0092,02/01/2022,R-20220103-0408,03/01/2022,17:34:24,Agua Potable,Fuga,Redes Sociales (Twitter),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220101-0095,02/01/2022,R-20220103-0101,03/01/2022,11:49:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.1826156,19.3813223
I-20220101-0096,02/01/2022,R-20220103-0063,03/01/2022,11:03:12,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Ampliacion Progreso Nacional,-99.1616283,19.5149012
I-20220101-0097,02/01/2022,R-20220103-0374,03/01/2022,16:51:06,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Progreso Nacional,-99.1594697,19.519112
I-20220101-0108,02/01/2022,R-20220103-0290,03/01/2022,15:24:34,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Barrio El Capulin,-99.188309,19.2825902
I-20220102-0005,02/01/2022,R-20220103-0200,03/01/2022,13:40:39,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Lomas De Vista Hermosa,-99.2739768,19.37776
I-20220102-0028,02/01/2022,R-20220103-0010,03/01/2022,08:32:15,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Peralvillo,-99.1326108,19.4591374
I-20220102-0030,02/01/2022,R-20220103-0363,03/01/2022,16:38:30,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.14561329,19.37121709
I-20220102-0058,02/01/2022,R-20220103-0114,03/01/2022,11:58:12,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220102-0058,02/01/2022,R-20220103-0412,03/01/2022,17:44:51,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220102-0088,02/01/2022,R-20220103-0494,03/01/2022,20:42:59,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.0427539,19.3270666
I-20220102-0091,02/01/2022,R-20220103-0069,03/01/2022,11:07:58,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.1458963,19.371392
I-20220102-0098,02/01/2022,R-20220103-0195,03/01/2022,13:36:29,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Norte,-99.1642694,19.4202688
I-20220102-0120,03/01/2022,R-20220103-0498,03/01/2022,21:07:16,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0125,03/01/2022,R-20220103-0110,03/01/2022,11:56:16,Agua Potable,Fuga,Redes Sociales (Twitter),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195719,19.3768348
I-20220102-0136,03/01/2022,R-20220103-0088,03/01/2022,11:32:32,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Sur,-99.1616052,19.4078008
I-20220102-0136,03/01/2022,R-20220103-0288,03/01/2022,15:21:59,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Sur,-99.1616052,19.4078008
I-20220102-0136,03/01/2022,R-20220103-0050,03/01/2022,10:42:50,Agua Potable,Fuga,Redes Sociales (Twitter),Cuauhtemoc,Roma Sur,-99.1616052,19.4078008
I-20220102-0137,03/01/2022,R-20220103-0065,03/01/2022,11:05:09,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0137,03/01/2022,R-20220103-0172,03/01/2022,13:09:25,Agua Potable,Fuga,Redes Sociales (Twitter),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0141,03/01/2022,R-20220103-0403,03/01/2022,17:23:29,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.1333275,19.4576597
I-20220102-0143,03/01/2022,R-20220103-0005,03/01/2022,05:17:39,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0153,03/01/2022,R-20220103-0049,03/01/2022,10:41:11,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0153,03/01/2022,R-20220103-0031,03/01/2022,10:23:28,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0155,03/01/2022,R-20220103-0037,03/01/2022,10:27:49,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0155,03/01/2022,R-20220103-0042,03/01/2022,10:35:08,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0155,03/01/2022,R-20220103-0210,03/01/2022,13:50:16,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0155,03/01/2022,R-20220103-0089,03/01/2022,11:32:43,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0155,03/01/2022,R-20220103-0122,03/01/2022,12:04:36,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0155,03/01/2022,R-20220103-0236,03/01/2022,14:16:21,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220102-0157,03/01/2022,R-20220103-0325,03/01/2022,16:02:57,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Los Girasoles,-99.1249358,19.3107129
I-20220102-0157,03/01/2022,R-20220103-0318,03/01/2022,15:59:40,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Los Girasoles,-99.1249358,19.3107129
I-20220102-0159,03/01/2022,R-20220103-0384,03/01/2022,17:01:37,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Vertiz Narvarte,-99.1505747,19.3834091
I-20220102-0164,03/01/2022,R-20220103-0204,03/01/2022,13:44:42,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.175657,19.3700075
I-20220103-0001,03/01/2022,R-20220103-0047,03/01/2022,10:40:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17634573,19.36833997
I-20220103-0002,03/01/2022,R-20220103-0078,03/01/2022,11:17:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.18119356,19.38189493
I-20220103-0002,03/01/2022,R-20220103-0053,03/01/2022,10:44:29,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.18119356,19.38189493
I-20220103-0002,03/01/2022,R-20220103-0123,03/01/2022,12:07:36,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.18119356,19.38189493
I-20220103-0002,03/01/2022,R-20220103-0359,03/01/2022,16:35:30,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.18119356,19.38189493
I-20220103-0003,03/01/2022,R-20220103-0073,03/01/2022,11:13:21,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17494983,19.37049424
I-20220103-0003,03/01/2022,R-20220103-0056,03/01/2022,10:48:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17494983,19.37049424
I-20220103-0003,03/01/2022,R-20220103-0075,03/01/2022,11:13:48,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Del Valle Sur,-99.17494983,19.37049424
I-20220103-0003,03/01/2022,R-20220103-0060,03/01/2022,10:54:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17494983,19.37049424
I-20220103-0004,03/01/2022,R-20220103-0058,03/01/2022,10:51:07,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Portales Sur,-99.15334941,19.36050635
I-20220103-0006,03/01/2022,R-20220103-0055,03/01/2022,10:48:20,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Santa Fe La Loma,-99.24516983,19.37415858
I-20220103-0007,03/01/2022,R-20220103-0062,03/01/2022,10:57:58,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,San Juan,-99.18284298,19.38062791
I-20220103-0008,03/01/2022,R-20220103-0061,03/01/2022,10:55:20,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1733908,19.36913018
I-20220103-0009,03/01/2022,R-20220103-0066,03/01/2022,11:06:37,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Barrio 18,-99.10869061,19.28171183
I-20220103-0010,03/01/2022,R-20220103-0072,03/01/2022,11:11:38,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 3a Seccion,-99.18336442,19.2705616
I-20220103-0010,03/01/2022,R-20220103-0070,03/01/2022,11:09:28,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 3a Seccion,-99.18336442,19.2705616
I-20220103-0010,03/01/2022,R-20220103-0074,03/01/2022,11:13:24,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 3a Seccion,-99.18336442,19.2705616
I-20220103-0011,03/01/2022,R-20220103-0068,03/01/2022,11:07:18,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195719,19.3768348
I-20220103-0012,03/01/2022,R-20220103-0071,03/01/2022,11:10:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Portales Sur,-99.15358545,19.36048611
I-20220103-0013,03/01/2022,R-20220103-0077,03/01/2022,11:15:36,Agua Potable,Falta de agua,Ciudadano (Call Center),Xochimilco,Pueblo Santa Cruz Acalpixca,-99.0701947,19.2453895
I-20220103-0014,03/01/2022,R-20220103-0076,03/01/2022,11:14:32,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,San Simon Ticumac,-99.14238989,19.37622527
I-20220103-0014,03/01/2022,R-20220103-0375,03/01/2022,16:51:40,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,San Simon Ticumac,-99.14238989,19.37622527
I-20220103-0014,03/01/2022,R-20220103-0434,03/01/2022,18:27:13,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,San Simon Ticumac,-99.14238989,19.37622527
I-20220103-0015,03/01/2022,R-20220103-0064,03/01/2022,11:05:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17624472,19.36998039
I-20220103-0016,03/01/2022,R-20220103-0059,03/01/2022,10:53:20,Agua Potable,Falta de agua,Ciudadano (Call Center),La Magdalena Contreras,San Jeronimo Aculco,-99.22639132,19.32082276
I-20220103-0017,03/01/2022,R-20220103-0057,03/01/2022,10:48:56,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 2a Seccion,-99.1989823,19.2846519
I-20220103-0018,03/01/2022,R-20220103-0067,03/01/2022,11:06:48,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,San Juan,-99.18296099,19.38065828
I-20220103-0018,03/01/2022,R-20220103-0040,03/01/2022,10:32:32,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,San Juan,-99.18296099,19.38065828
I-20220103-0019,03/01/2022,R-20220103-0081,03/01/2022,11:22:00,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo Parres El Guarda,-99.17334777,19.13393776
I-20220103-0020,03/01/2022,R-20220103-0082,03/01/2022,11:22:20,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Pueblo San Lorenzo Tezonco,-99.0677601,19.30852091
I-20220103-0022,03/01/2022,R-20220103-0080,03/01/2022,11:19:47,Agua Potable,Falta de agua,Redes Sociales (Twitter),Iztapalapa,Unidad Modelo,-99.12559408,19.36546612
I-20220103-0023,03/01/2022,R-20220103-0086,03/01/2022,11:28:41,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Irrigacion,-99.21447384,19.44000643
I-20220103-0024,03/01/2022,R-20220103-0045,03/01/2022,10:38:35,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Prado Coapa 1a Seccion,-99.1296977,19.30341765
I-20220103-0024,03/01/2022,R-20220103-0051,03/01/2022,10:43:07,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Prado Coapa 1a Seccion,-99.1296977,19.30341765
I-20220103-0025,03/01/2022,R-20220103-0090,03/01/2022,11:32:54,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17982273,19.36864941
I-20220103-0026,03/01/2022,R-20220103-0079,03/01/2022,11:19:03,Agua Potable,Falta de agua,Ciudadano (Call Center),Azcapotzalco,Pueblo San Martin Xochinahuac,-99.19113023,19.50819713
I-20220103-0027,03/01/2022,R-20220103-0085,03/01/2022,11:24:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlahuac,Pueblo San Nicolas Tetelco,-98.97297135,19.2166171
I-20220103-0028,03/01/2022,R-20220103-0094,03/01/2022,11:41:07,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Agricola Oriental,-99.0706061,19.3986778
I-20220103-0029,03/01/2022,R-20220103-0093,03/01/2022,11:37:16,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Paraje San Juan Cerro,-99.07786134,19.34716483
I-20220103-0030,03/01/2022,R-20220103-0097,03/01/2022,11:44:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17907716,19.36975772
I-20220103-0031,03/01/2022,R-20220103-0092,03/01/2022,11:33:08,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,San Miguel Xicalco,-99.16635811,19.23289234
I-20220103-0032,03/01/2022,R-20220103-0083,03/01/2022,11:22:43,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo Parres El Guarda,-99.18287498,19.13298496
I-20220103-0033,03/01/2022,R-20220103-0099,03/01/2022,11:47:09,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17519339,19.37137716
I-20220103-0034,03/01/2022,R-20220103-0100,03/01/2022,11:47:13,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Real Del Moral,-99.08080103,19.38832973
I-20220103-0035,03/01/2022,R-20220103-0166,03/01/2022,13:00:26,Agua Potable,Fuga,Redes Sociales (Twitter),Azcapotzalco,Ampliacion San Pedro Xalpa,-99.215844,19.4822075
I-20220103-0035,03/01/2022,R-20220103-0095,03/01/2022,11:42:58,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Ampliacion San Pedro Xalpa,-99.215844,19.4822075
I-20220103-0036,03/01/2022,R-20220103-0103,03/01/2022,11:50:49,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,San Juan,-99.18390511,19.38074936
I-20220103-0037,03/01/2022,R-20220103-0087,03/01/2022,11:29:17,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Del Valle Sur,-99.17036528,19.37085085
I-20220103-0038,03/01/2022,R-20220103-0105,03/01/2022,11:51:36,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,U.habit. Zapote 1,-99.17889453,19.30050143
I-20220103-0039,03/01/2022,R-20220103-0054,03/01/2022,10:44:50,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,C T M Atzacoalco,-99.1020413,19.5094027
I-20220103-0040,03/01/2022,R-20220103-0104,03/01/2022,11:51:11,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Ampliacion Progreso Nacional,-99.1605757,19.5169989
I-20220103-0041,03/01/2022,R-20220103-0116,03/01/2022,12:01:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17730152,19.37329517
I-20220103-0042,03/01/2022,R-20220103-0115,03/01/2022,11:59:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17169581,19.36866459
I-20220103-0043,03/01/2022,R-20220103-0113,03/01/2022,11:58:07,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Pueblo San Sebastian Tecoloxtitla,-99.0119739,19.3628151
I-20220103-0044,03/01/2022,R-20220103-0107,03/01/2022,11:52:36,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo San Andres Totoltepec,-99.173553,19.2525237
I-20220103-0045,03/01/2022,R-20220103-0112,03/01/2022,11:57:49,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Molino De Rosas,-99.19847485,19.37212615
I-20220103-0046,03/01/2022,R-20220103-0111,03/01/2022,11:56:26,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Barrio Caltongo,-99.0805757,19.25065945
I-20220103-0047,03/01/2022,R-20220103-0121,03/01/2022,12:04:23,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,San Jeronimo,-99.0899495,19.2483219
I-20220103-0048,03/01/2022,R-20220103-0106,03/01/2022,11:52:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17697432,19.37058769
I-20220103-0049,03/01/2022,R-20220103-0096,03/01/2022,11:44:25,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1556334,19.5210145
I-20220103-0050,03/01/2022,R-20220103-0119,03/01/2022,12:03:29,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,San Pedro De Los Pinos,-99.18924809,19.39103185
I-20220103-0051,03/01/2022,R-20220103-0011,03/01/2022,08:36:56,Agua Potable,Fuga,Redes Sociales (Twitter),Cuauhtemoc,Roma Sur,-99.15975973,19.41099786
I-20220103-0051,03/01/2022,R-20220103-0118,03/01/2022,12:02:30,Agua Potable,Fuga,Redes Sociales (Twitter),Cuauhtemoc,Roma Sur,-99.15975973,19.41099786
I-20220103-0052,03/01/2022,R-20220103-0132,03/01/2022,12:17:51,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Polanco Iii Seccion,-99.20047054,19.4334706
I-20220103-0053,03/01/2022,R-20220103-0138,03/01/2022,12:22:23,Agua Potable,Falta de agua,Ciudadano (Call Center),Xochimilco,Pueblo Santa Maria Tepepan,-99.13491722,19.27697738
I-20220103-0054,03/01/2022,R-20220103-0134,03/01/2022,12:19:46,Agua Potable,Falta de agua,Ciudadano (Call Center),Xochimilco,Pueblo Santa Maria Tepepan,-99.13375886,19.27982313
I-20220103-0055,03/01/2022,R-20220103-0136,03/01/2022,12:21:50,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Ajusco,-99.15272176,19.3199166
I-20220103-0056,03/01/2022,R-20220103-0131,03/01/2022,12:17:07,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Del Valle Sur,-99.17551514,19.37014234
I-20220103-0057,03/01/2022,R-20220103-0129,03/01/2022,12:15:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17349815,19.37000064
I-20220103-0058,03/01/2022,R-20220103-0141,03/01/2022,12:24:24,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jardines Del Pedregal,-99.2147771,19.3246798
I-20220103-0059,03/01/2022,R-20220103-0128,03/01/2022,12:15:27,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Progreso Tizapan,-99.20413971,19.34137439
I-20220103-0060,03/01/2022,R-20220103-0127,03/01/2022,12:14:57,Agua Potable,Falta de agua,Ciudadano (Call Center),Xochimilco,Pueblo San Andres Ahuayucan,-99.1066872,19.2285075
I-20220103-0061,03/01/2022,R-20220103-0188,03/01/2022,13:26:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17165291,19.36858361
I-20220103-0061,03/01/2022,R-20220103-0146,03/01/2022,12:29:26,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17165291,19.36858361
I-20220103-0062,03/01/2022,R-20220103-0126,03/01/2022,12:13:58,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Chimalcoyotl,-99.1691503,19.2743179
I-20220103-0063,03/01/2022,R-20220103-0142,03/01/2022,12:24:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Villa Verdun,-99.25312772,19.33967367
